Date,Susceptible,Exposed,Infected,Recovered,Deaths
2022-03-10,76879358.0,3843967.9000000004,3530221,3444798,138572
2022-03-11,76875405.0,3843770.25,3534035,3444798,138711
2022-03-12,76873186.0,3843659.3000000003,3536134,3444798,138831
2022-03-13,76869856.0,3843492.8000000003,3539346,3444798,138949
2022-03-14,76866043.0,3843302.1500000004,3543045,3444798,139063
2022-03-15,76862820.0,3843141.0,3546151,3444798,139180
2022-03-16,76859810.0,3842990.5,3549052,3444798,139289
2022-03-17,76857230.0,3842861.5,3551534,3444798,139387
2022-03-18,76855055.0,3842752.75,3553618,3444798,139478
2022-03-19,76853732.0,3842686.6,3554869,3444798,139550
2022-03-20,76851916.0,3842595.8000000003,3556625,3444798,139610
2022-03-21,76850662.0,3842533.1,3557827,3444798,139662
2022-03-22,76849540.0,3842477.0,3558876,3444798,139735
2022-03-23,76848417.0,3842420.85,3559932,3444798,139802
2022-03-24,76847072.0,3842353.6,3561214,3444798,139865
2022-03-25,76845542.0,3842277.1,3562692,3444798,139917
2022-03-26,76844160.0,3842208.0,3564020,3444798,139971
2022-03-27,76841861.0,3842093.0500000003,3566269,3444798,140021
2022-03-28,76838946.0,3841947.3000000003,3569142,3444798,140063
2022-03-29,76836203.0,3841810.1500000004,3571839,3444798,140109
2022-03-30,76833216.0,3841660.8000000003,3574777,3444798,140158
2022-03-31,76830729.0,3841536.45,3577218,3444798,140204
2022-04-01,76828465.0,3841423.25,3579446,3444798,140240
2022-04-02,76826578.0,3841328.9000000004,3581296,3444798,140277
2022-04-03,76825303.0,3841265.1500000004,3582533,3444798,140315
2022-04-04,76821784.0,3841089.2,3585999,3444798,140368
2022-04-05,76817169.0,3840858.45,3590575,3444798,140407
2022-04-06,76812941.0,3840647.0500000003,3594759,3444798,140451
2022-04-07,76809141.0,3840457.0500000003,3598518,3444798,140492
2022-04-08,76805957.0,3840297.85,3601666,3444798,140528
2022-04-09,76804200.0,3840210.0,3603374,3444798,140577
2022-04-10,76801306.0,3840065.3000000003,3606229,3444798,140616
2022-04-11,76798181.0,3839909.0500000003,3609320,3444798,140650
2022-04-12,76795444.0,3839772.2,3612029,3444798,140678
2022-04-13,76793088.0,3839654.4000000004,3614352,3444798,140711
2022-04-14,76790894.0,3839544.7,3616513,3444798,140744
2022-04-15,76788900.0,3839445.0,3618474,3444798,140777
2022-04-16,76787885.0,3839394.25,3619466,3444798,140800
2022-04-17,76785990.0,3839299.5,3621332,3444798,140829
2022-04-18,76783981.0,3839199.0500000003,3623316,3444798,140854
2022-04-19,76782161.0,3839108.0500000003,3625113,3444798,140877
2022-04-20,76780554.0,3839027.7,3626701,3444798,140896
2022-04-21,76779141.0,3838957.0500000003,3628091,3444798,140919
2022-04-22,76778045.0,3838902.25,3629166,3444798,140940
2022-04-23,76777437.0,3838871.85,3629762,3444798,140952
2022-04-24,76776909.0,3838845.45,3630267,3444798,140975
2022-04-25,76775832.0,3838791.6,3631323,3444798,140996
2022-04-26,76774525.0,3838726.25,3632602,3444798,141024
2022-04-27,76773516.0,3838675.8000000003,3633594,3444798,141041
2022-04-28,76772547.0,3838627.35,3634546,3444798,141058
2022-04-29,76771828.0,3838591.4000000004,3635251,3444798,141072
2022-04-30,76771296.0,3838564.8000000003,3635772,3444798,141083
2022-05-01,76770641.0,3838532.0500000003,3636414,3444798,141096
2022-05-02,76769944.0,3838497.2,3637093,3444798,141114
2022-05-03,76769373.0,3838468.6500000004,3637647,3444798,141131
2022-05-04,76769121.0,3838456.0500000003,3637892,3444798,141138
2022-05-05,76768893.0,3838444.6500000004,3638113,3444798,141145
2022-05-06,76768518.0,3838425.9000000004,3638476,3444798,141157
2022-05-07,76768248.0,3838412.4000000004,3638738,3444798,141165
2022-05-08,76767760.0,3838388.0,3639214,3444798,141177
2022-05-09,76767190.0,3838359.5,3639772,3444798,141189
2022-05-10,76766730.0,3838336.5,3640229,3444798,141192
2022-05-11,76766277.0,3838313.85,3640676,3444798,141198
2022-05-12,76765906.0,3838295.3000000003,3641044,3444798,141201
2022-05-13,76765521.0,3838276.0500000003,3641421,3444798,141209
2022-05-14,76765266.0,3838263.3000000003,3641669,3444798,141216
2022-05-15,76764898.0,3838244.9000000004,3642029,3444798,141224
2022-05-16,76764515.0,3838225.75,3642404,3444798,141232
2022-05-17,76764163.0,3838208.1500000004,3642752,3444798,141236
2022-05-18,76763875.0,3838193.75,3643032,3444798,141244
2022-05-19,76763595.0,3838179.75,3643303,3444798,141253
2022-05-20,76763367.0,3838168.35,3643522,3444798,141262
2022-05-21,76763208.0,3838160.4000000004,3643672,3444798,141271
2022-05-22,76762896.0,3838144.8000000003,3643981,3444798,141274
2022-05-23,76762628.0,3838131.4000000004,3644242,3444798,141281
2022-05-24,76762360.0,3838118.0,3644503,3444798,141288
2022-05-25,76762067.0,3838103.35,3644791,3444798,141293
2022-05-26,76761850.0,3838092.5,3645005,3444798,141296
2022-05-27,76761665.0,3838083.25,3645184,3444798,141302
2022-05-28,76761562.0,3838078.1,3645283,3444798,141306
2022-05-29,76761387.0,3838069.35,3645456,3444798,141308
2022-05-30,76761147.0,3838057.35,3645694,3444798,141310
2022-05-31,76760915.0,3838045.75,3645921,3444798,141315
2022-06-01,76760681.0,3838034.0500000003,3646152,3444798,141318
2022-06-02,76760506.0,3838025.3000000003,3646327,3444798,141318
2022-06-03,76760335.0,3838016.75,3646495,3444798,141321
2022-06-04,76760271.0,3838013.5500000003,3646552,3444798,141328
2022-06-05,76760218.0,3838010.9000000004,3646602,3444798,141331
2022-06-06,76760159.0,3838007.95,3646660,3444798,141332
2022-06-07,76760020.0,3838001.0,3646792,3444798,141339
2022-06-08,76759832.0,3837991.6,3646977,3444798,141342
2022-06-09,76759630.0,3837981.5,3647178,3444798,141343
2022-06-10,76759477.0,3837973.85,3647331,3444798,141343
2022-06-11,76759421.0,3837971.0500000003,3647381,3444798,141349
2022-06-12,76759261.0,3837963.0500000003,3647540,3444798,141350
2022-06-13,76759069.0,3837953.45,3647730,3444798,141352
2022-06-14,76758907.0,3837945.35,3647891,3444798,141353
2022-06-15,76758728.0,3837936.4000000004,3648066,3444798,141357
2022-06-16,76758582.0,3837929.1,3648209,3444798,141360
2022-06-17,76758426.0,3837921.3000000003,3648364,3444798,141361
2022-06-18,76758352.0,3837917.6,3648436,3444798,141363
2022-06-19,76758192.0,3837909.6,3648596,3444798,141363
2022-06-20,76757961.0,3837898.0500000003,3648824,3444798,141366
2022-06-21,76757774.0,3837888.7,3649007,3444798,141370
2022-06-22,76757509.0,3837875.45,3649269,3444798,141373
2022-06-23,76757253.0,3837862.6500000004,3649521,3444798,141377
2022-06-24,76757021.0,3837851.0500000003,3649751,3444798,141379
2022-06-25,76756885.0,3837844.25,3649883,3444798,141383
2022-06-26,76756588.0,3837829.4000000004,3650178,3444798,141385
2022-06-27,76756236.0,3837811.8000000003,3650529,3444798,141386
2022-06-28,76755793.0,3837789.6500000004,3650972,3444798,141386
2022-06-29,76755352.0,3837767.6,3651413,3444798,141386
2022-06-30,76754823.0,3837741.1500000004,3651939,3444798,141389
2022-07-01,76754360.0,3837718.0,3652401,3444798,141390
2022-07-02,76754109.0,3837705.45,3652652,3444798,141390
2022-07-03,76753392.0,3837669.6,3653363,3444798,141396
2022-07-04,76752385.0,3837619.25,3654362,3444798,141404
2022-07-05,76751301.0,3837565.0500000003,3655442,3444798,141408
2022-07-06,76750030.0,3837501.5,3656708,3444798,141413
2022-07-07,76748255.0,3837412.75,3658476,3444798,141420
2022-07-08,76746242.0,3837312.1,3660482,3444798,141427
2022-07-09,76745348.0,3837267.4000000004,3661374,3444798,141429
2022-07-10,76742973.0,3837148.6500000004,3663739,3444798,141439
2022-07-11,76741520.0,3837076.0,3665187,3444798,141444
2022-07-12,76737932.0,3836896.6,3668768,3444798,141451
2022-07-13,76732932.0,3836646.6,3673763,3444798,141456
2022-07-14,76727698.0,3836384.9000000004,3678989,3444798,141464
2022-07-15,76722926.0,3836146.3000000003,3683748,3444798,141477
2022-07-16,76720222.0,3836011.1,3686443,3444798,141486
2022-07-17,76714471.0,3835723.5500000003,3692181,3444798,141499
2022-07-18,76708784.0,3835439.2,3697854,3444798,141513
2022-07-19,76703407.0,3835170.35,3703212,3444798,141532
2022-07-20,76696314.0,3834815.7,3710273,3444798,141564
2022-07-21,76688399.0,3834419.95,3718159,3444798,141593
2022-07-22,76680548.0,3834027.4000000004,3725979,3444798,141624
2022-07-23,76673627.0,3833681.35,3732874,3444798,141650
2022-07-24,76664796.0,3833239.8000000003,3741671,3444798,141684
2022-07-25,76655021.0,3832751.0500000003,3751413,3444798,141717
2022-07-26,76643986.0,3832199.3000000003,3762407,3444798,141758
2022-07-27,76633460.0,3831673.0,3772896,3444798,141795
2022-07-28,76624004.0,3831200.2,3782310,3444798,141837
2022-07-29,76616155.0,3830807.75,3790105,3444798,141891
2022-07-30,76611650.0,3830582.5,3794564,3444798,141937
2022-07-31,76601923.0,3830096.1500000004,3804230,3444798,141998
2022-08-01,76592224.0,3829611.2,3813867,3444798,142060
2022-08-02,76582874.0,3829143.7,3823143,3444798,142134
2022-08-03,76574334.0,3828716.7,3831608,3444798,142209
2022-08-04,76566919.0,3828345.95,3838942,3444798,142290
2022-08-05,76561464.0,3828073.2,3844350,3444798,142337
2022-08-06,76558004.0,3827900.2,3847749,3444798,142398
2022-08-07,76552527.0,3827626.35,3853163,3444798,142461
2022-08-08,76549148.0,3827457.4000000004,3856488,3444798,142515
2022-08-09,76546805.0,3827340.25,3858782,3444798,142564
2022-08-10,76541170.0,3827058.5,3864327,3444798,142654
2022-08-11,76533774.0,3826688.7,3871639,3444798,142738
2022-08-12,76527370.0,3826368.5,3877975,3444798,142806
2022-08-13,76524055.0,3826202.75,3881235,3444798,142861
2022-08-14,76517776.0,3825888.8000000003,3887431,3444798,142944
2022-08-15,76510428.0,3825521.4000000004,3894708,3444798,143015
2022-08-16,76504456.0,3825222.8000000003,3900602,3444798,143093
2022-08-17,76499632.0,3824981.6,3905359,3444798,143160
2022-08-18,76495105.0,3824755.25,3909824,3444798,143222
2022-08-19,76491415.0,3824570.75,3913448,3444798,143288
2022-08-20,76489580.0,3824479.0,3915239,3444798,143332
2022-08-21,76486335.0,3824316.75,3918429,3444798,143387
2022-08-22,76482247.0,3824112.35,3922455,3444798,143449
2022-08-23,76479021.0,3823951.0500000003,3925625,3444798,143505
2022-08-24,76476353.0,3823817.6500000004,3928248,3444798,143550
2022-08-25,76473975.0,3823698.75,3930564,3444798,143612
2022-08-26,76471956.0,3823597.8000000003,3932548,3444798,143647
2022-08-27,76470980.0,3823549.0,3933487,3444798,143684
2022-08-28,76469287.0,3823464.35,3935136,3444798,143728
2022-08-29,76467321.0,3823366.0500000003,3937054,3444798,143776
2022-08-30,76465450.0,3823272.5,3938881,3444798,143820
2022-08-31,76463988.0,3823199.4000000004,3940296,3444798,143867
2022-09-01,76462624.0,3823131.2,3941633,3444798,143894
2022-09-02,76461557.0,3823077.85,3942677,3444798,143917
2022-09-03,76461025.0,3823051.25,3943179,3444798,143947
2022-09-04,76459862.0,3822993.1,3944294,3444798,143995
2022-09-05,76458767.0,3822938.35,3945365,3444798,144019
2022-09-06,76457677.0,3822883.85,3946426,3444798,144048
2022-09-07,76456732.0,3822836.6,3947334,3444798,144085
2022-09-08,76455868.0,3822793.4000000004,3948175,3444798,144108
2022-09-09,76455168.0,3822758.4000000004,3948848,3444798,144135
2022-09-10,76454824.0,3822741.2,3949173,3444798,144154
2022-09-11,76454128.0,3822706.4000000004,3949845,3444798,144178
2022-09-12,76453251.0,3822662.5500000003,3950701,3444798,144199
2022-09-13,76452633.0,3822631.6500000004,3951297,3444798,144221
2022-09-14,76451987.0,3822599.35,3951921,3444798,144243
2022-09-15,76451363.0,3822568.1500000004,3952530,3444798,144258
2022-09-16,76450719.0,3822535.95,3953159,3444798,144273
2022-09-17,76450416.0,3822520.8000000003,3953448,3444798,144287
2022-09-18,76450127.0,3822506.35,3953723,3444798,144301
2022-09-19,76449401.0,3822470.0500000003,3954431,3444798,144319
2022-09-20,76448409.0,3822420.45,3955398,3444798,144344
2022-09-21,76447598.0,3822379.9000000004,3956195,3444798,144358
2022-09-22,76447094.0,3822354.7,3956693,3444798,144364
2022-09-23,76446673.0,3822333.6500000004,3957111,3444798,144367
2022-09-24,76446276.0,3822313.8000000003,3957493,3444798,144382
2022-09-25,76445860.0,3822293.0,3957897,3444798,144394
2022-09-26,76445552.0,3822277.6,3958197,3444798,144402
2022-09-27,76445243.0,3822262.1500000004,3958499,3444798,144409
2022-09-28,76444981.0,3822249.0500000003,3958754,3444798,144416
2022-09-29,76444629.0,3822231.45,3959101,3444798,144421
2022-09-30,76444301.0,3822215.0500000003,3959424,3444798,144426
2022-10-01,76443763.0,3822188.1500000004,3959959,3444798,144429
2022-10-02,76443363.0,3822168.1500000004,3960349,3444798,144439
2022-10-03,76442928.0,3822146.4000000004,3960775,3444798,144448
2022-10-04,76442548.0,3822127.4000000004,3961145,3444798,144458
2022-10-05,76442258.0,3822112.9000000004,3961427,3444798,144466
2022-10-06,76442093.0,3822104.6500000004,3961589,3444798,144469
2022-10-07,76441927.0,3822096.35,3961753,3444798,144471
2022-10-08,76441592.0,3822079.6,3962081,3444798,144478
2022-10-09,76441269.0,3822063.45,3962396,3444798,144486
2022-10-10,76440545.0,3822027.25,3963116,3444798,144490
2022-10-11,76440137.0,3822006.85,3963516,3444798,144498
2022-10-12,76439780.0,3821989.0,3963869,3444798,144502
2022-10-13,76439495.0,3821974.75,3964150,3444798,144506
2022-10-14,76439340.0,3821967.0,3964301,3444798,144510
2022-10-15,76438943.0,3821947.1500000004,3964692,3444798,144516
2022-10-16,76438616.0,3821930.8000000003,3965016,3444798,144519
2022-10-17,76438246.0,3821912.3000000003,3965382,3444798,144523
2022-10-18,76437939.0,3821896.95,3965685,3444798,144527
2022-10-19,76437594.0,3821879.7,3966026,3444798,144531
2022-10-20,76437394.0,3821869.7,3966221,3444798,144536
2022-10-21,76437255.0,3821862.75,3966356,3444798,144540
2022-10-22,76437046.0,3821852.3000000003,3966562,3444798,144543
2022-10-23,76436852.0,3821842.6,3966755,3444798,144544
2022-10-24,76436317.0,3821815.85,3967286,3444798,144548
2022-10-25,76436095.0,3821804.75,3967501,3444798,144555
2022-10-26,76435925.0,3821796.25,3967667,3444798,144559
2022-10-27,76435815.0,3821790.75,3967774,3444798,144562
2022-10-28,76435709.0,3821785.45,3967877,3444798,144565
2022-10-29,76435585.0,3821779.25,3967995,3444798,144571
2022-10-30,76435512.0,3821775.6,3968068,3444798,144571
2022-10-31,76435299.0,3821764.95,3968276,3444798,144576
2022-11-01,76435144.0,3821757.2,3968427,3444798,144580
2022-11-02,76435144.0,3821757.2,3968427,3444798,144580
2022-11-03,76434987.0,3821749.35,3968581,3444798,144583
2022-11-04,76434947.0,3821747.35,3968617,3444798,144587
2022-11-05,76434871.0,3821743.5500000003,3968688,3444798,144592
2022-11-06,76434807.0,3821740.35,3968748,3444798,144596
2022-11-07,76434447.0,3821722.35,3969104,3444798,144600
2022-11-08,76434356.0,3821717.8000000003,3969191,3444798,144604
2022-11-09,76434259.0,3821712.95,3969287,3444798,144605
2022-11-10,76434187.0,3821709.35,3969357,3444798,144607
2022-11-11,76434137.0,3821706.85,3969405,3444798,144609
2022-11-12,76434056.0,3821702.8000000003,3969485,3444798,144610
2022-11-13,76433999.0,3821699.95,3969540,3444798,144612
2022-11-14,76433948.0,3821697.4000000004,3969590,3444798,144613
2022-11-15,76433894.0,3821694.7,3969644,3444798,144613
2022-11-16,76433894.0,3821694.7,3969644,3444798,144613
2022-11-17,76433785.0,3821689.25,3969749,3444798,144617
2022-11-18,76433738.0,3821686.9000000004,3969793,3444798,144620
2022-11-19,76433691.0,3821684.5500000003,3969835,3444798,144625
2022-11-20,76433653.0,3821682.6500000004,3969872,3444798,144626
2022-11-21,76433581.0,3821679.0500000003,3969943,3444798,144627
2022-11-22,76433533.0,3821676.6500000004,3969988,3444798,144630
2022-11-23,76433503.0,3821675.1500000004,3970016,3444798,144632
2022-11-24,76433482.0,3821674.1,3970036,3444798,144633
2022-11-25,76433457.0,3821672.85,3970061,3444798,144633
2022-11-26,76433423.0,3821671.1500000004,3970095,3444798,144633
2022-11-27,76433360.0,3821668.0,3970158,3444798,144633
2022-11-28,76433315.0,3821665.75,3970203,3444798,144633
2022-11-29,76433285.0,3821664.25,3970233,3444798,144633
2022-11-30,76433243.0,3821662.1500000004,3970275,3444798,144633
2022-12-01,76433212.0,3821660.6,3970305,3444798,144634
2022-12-02,76433189.0,3821659.45,3970328,3444798,144634
2022-12-03,76433150.0,3821657.5,3970364,3444798,144637
2022-12-04,76433094.0,3821654.7,3970417,3444798,144640
2022-12-05,76433025.0,3821651.25,3970481,3444798,144645
2022-12-06,76432991.0,3821649.5500000003,3970512,3444798,144648
2022-12-07,76432950.0,3821647.5,3970552,3444798,144649
2022-12-08,76432901.0,3821645.0500000003,3970599,3444798,144651
2022-12-09,76432882.0,3821644.1,3970617,3444798,144652
2022-12-10,76432844.0,3821642.2,3970649,3444798,144658
2022-12-11,76432787.0,3821639.35,3970706,3444798,144658
2022-12-12,76432732.0,3821636.6,3970761,3444798,144658
2022-12-13,76432702.0,3821635.1,3970791,3444798,144658
2022-12-14,76432655.0,3821632.75,3970838,3444798,144658
2022-12-15,76432626.0,3821631.3000000003,3970866,3444798,144659
2022-12-16,76432626.0,3821631.3000000003,3970866,3444798,144659
2022-12-17,76432560.0,3821628.0,3970930,3444798,144661
2022-12-18,76432505.0,3821625.25,3970982,3444798,144664
2022-12-19,76432430.0,3821621.5,3971057,3444798,144664
2022-12-20,76432368.0,3821618.4000000004,3971116,3444798,144667
2022-12-21,76432320.0,3821616.0,3971159,3444798,144672
2022-12-22,76432282.0,3821614.1,3971197,3444798,144672
2022-12-23,76432261.0,3821613.0500000003,3971217,3444798,144673
2022-12-24,76432218.0,3821610.9000000004,3971260,3444798,144673
2022-12-25,76432157.0,3821607.85,3971320,3444798,144674
2022-12-26,76432097.0,3821604.85,3971379,3444798,144675
2022-12-27,76432062.0,3821603.1,3971412,3444798,144677
2022-12-28,76432002.0,3821600.1,3971472,3444798,144677
2022-12-29,76431951.0,3821597.5500000003,3971518,3444798,144682
2022-12-30,76431891.0,3821594.5500000003,3971578,3444798,144682
2022-12-31,76431809.0,3821590.45,3971657,3444798,144685
2023-01-01,76431736.0,3821586.8000000003,3971727,3444798,144688
2023-01-02,76431640.0,3821582.0,3971818,3444798,144693
2023-01-03,76431521.0,3821576.0500000003,3971934,3444798,144696
2023-01-04,76431408.0,3821570.4000000004,3972047,3444798,144696
2023-01-05,76431325.0,3821566.25,3972127,3444798,144699
2023-01-06,76431248.0,3821562.4000000004,3972199,3444798,144704
2023-01-07,76431141.0,3821557.0500000003,3972304,3444798,144706
2023-01-08,76431024.0,3821551.2,3972419,3444798,144708
2023-01-09,76430889.0,3821544.45,3972552,3444798,144710
2023-01-10,76430780.0,3821539.0,3972654,3444798,144717
2023-01-11,76430674.0,3821533.7,3972757,3444798,144720
2023-01-12,76430578.0,3821528.9000000004,3972851,3444798,144722
2023-01-13,76430503.0,3821525.1500000004,3972925,3444798,144723
2023-01-14,76430454.0,3821522.7,3972973,3444798,144724
2023-01-15,76430339.0,3821516.95,3973085,3444798,144727
2023-01-16,76430194.0,3821509.7,3973230,3444798,144727
2023-01-17,76430081.0,3821504.0500000003,3973342,3444798,144728
2023-01-18,76429951.0,3821497.5500000003,3973472,3444798,144728
2023-01-19,76429853.0,3821492.6500000004,3973568,3444798,144730
2023-01-20,76429782.0,3821489.1,3973637,3444798,144732
2023-01-21,76429676.0,3821483.8000000003,3973741,3444798,144734
2023-01-22,76429564.0,3821478.2,3973852,3444798,144735
2023-01-23,76429444.0,3821472.2,3973970,3444798,144737
2023-01-24,76429326.0,3821466.3000000003,3974084,3444798,144741
2023-01-25,76429221.0,3821461.0500000003,3974186,3444798,144744
2023-01-26,76429124.0,3821456.2,3974283,3444798,144744
2023-01-27,76429026.0,3821451.3000000003,3974381,3444798,144744
2023-01-28,76428903.0,3821445.1500000004,3974504,3444798,144744
2023-01-29,76428803.0,3821440.1500000004,3974601,3444798,144747
2023-01-30,76428697.0,3821434.85,3974707,3444798,144747
2023-01-31,76428599.0,3821429.95,3974803,3444798,144749
2023-02-01,76428482.0,3821424.1,3974918,3444798,144751
2023-02-02,76428398.0,3821419.9000000004,3975001,3444798,144752
2023-02-03,76428335.0,3821416.75,3975062,3444798,144754
2023-02-04,76428286.0,3821414.3000000003,3975109,3444798,144756
2023-02-05,76428193.0,3821409.6500000004,3975201,3444798,144757
2023-02-06,76428068.0,3821403.4000000004,3975319,3444798,144764
2023-02-07,76427924.0,3821396.2,3975459,3444798,144768
2023-02-08,76427805.0,3821390.25,3975575,3444798,144771
2023-02-09,76427696.0,3821384.8000000003,3975680,3444798,144775
2023-02-10,76427582.0,3821379.1,3975790,3444798,144779
2023-02-11,76427582.0,3821379.1,3975790,3444798,144779
2023-02-12,76427397.0,3821369.85,3975973,3444798,144781
2023-02-13,76427271.0,3821363.5500000003,3976097,3444798,144783
2023-02-14,76427084.0,3821354.2,3976279,3444798,144788
2023-02-15,76426906.0,3821345.3000000003,3976456,3444798,144789
2023-02-16,76426684.0,3821334.2,3976674,3444798,144793
2023-02-17,76426684.0,3821334.2,3976674,3444798,144793
2023-02-18,76426638.0,3821331.9000000004,3976720,3444798,144793
2023-02-19,76426479.0,3821323.95,3976868,3444798,144804
2023-02-20,76426146.0,3821307.3000000003,3977193,3444798,144812
2023-02-21,76425788.0,3821289.4000000004,3977546,3444798,144817
2023-02-22,76425528.0,3821276.4000000004,3977799,3444798,144824
2023-02-23,76425476.0,3821273.8000000003,3977847,3444798,144828
2023-02-24,76425389.0,3821269.45,3977930,3444798,144832
2023-02-25,76425330.0,3821266.5,3977986,3444798,144835
2023-02-26,76425247.0,3821262.35,3978062,3444798,144842
2023-02-27,76425125.0,3821256.25,3978181,3444798,144845
2023-02-28,76425043.0,3821252.1500000004,3978263,3444798,144845
2023-03-01,76424046.0,3821202.3000000003,3979247,3444798,144858
2023-03-02,76423688.0,3821184.4000000004,3979599,3444798,144864
2023-03-03,76423466.0,3821173.3000000003,3979818,3444798,144867
2023-03-04,76423180.0,3821159.0,3980093,3444798,144878
2023-03-05,76422717.0,3821135.85,3980541,3444798,144893
2023-03-06,76422206.0,3821110.3000000003,3981043,3444798,144902
2023-03-07,76421597.0,3821079.85,3981647,3444798,144907
2023-03-08,76420953.0,3821047.6500000004,3982276,3444798,144922
2023-03-09,76420638.0,3821031.9000000004,3982580,3444798,144933
